Date,GL Date,Type,Trx Number,Order Number,Amount of INV/DM/CM/PMT,Balance
06,29/06/2022,Payment,20915,,"-8,000.00","1,355,446.66"
06,29/06/2022,Payment,20927,,"-19,900.00","1,335,546.66"
06,29/06/2022,Payment,20928,,"-19,500.00","1,316,046.66"
06,29/06/2022,Payment,20929,,"-50,000.00","1,266,046.66"
06,29/06/2022,Payment,20930,,"-16,000.00","1,250,046.66"
06,29/06/2022,Payment,20932,,"-15,000.00","1,235,046.66"
06,29/06/2022,Payment,20935,,"-14,000.00","1,221,046.66"
06,30/06/2022,Payment,20944,,"-80,000.00","1,141,046.66"
06,30/06/2022,Payment,20946,,"-25,000.00","1,116,046.66"
07,6/7/2022,Payment,20951,,"-30,000.00","1,086,046.66"
07,6/7/2022,Payment,20952,,"-20,000.00","1,066,046.66"
07,14/07/2022,Payment,20966,,"-20,000.00","1,046,046.66"
07,17/07/2022,Payment,20972,,"-10,000.00","1,036,046.66"
07,26/07/2022,Payment,20342,,"-10,000.00","1,026,046.66"
07,27/07/2022,Payment,20348,,"-10,000.00","1,016,046.66"
07,28/07/2022,Payment,20354,,"-10,000.00","1,006,046.66"
08,7/8/2022,Payment,20374,,"-45,000.00","961,046.66"
08,7/8/2022,Payment,20402,,"-120,000.00","841,046.66"
08,7/8/2022,Payment,20403,,"-30,000.00","811,046.66"
08,8/8/2022,Payment,20373,,"-50,000.00","761,046.66"
08,8/8/2022,Payment,20400,,"-20,000.00","741,046.66"
08,8/8/2022,Payment,20404,,"-40,000.00","701,046.66"
08,10/4/2022,Credit Memo,251814,3789948,-756.4,"700,290.26"
09,6/9/2022,Payment,17110,,"-30,000.00","670,290.26"
09,8/9/2022,Payment,17115,,"-30,000.00","640,290.26"
09,14/09/2022,Payment,21733,,"-32,000.00","608,290.26"
09,19/09/2022,Payment,21740,,"-99,000.00","509,290.26"
09,25/09/2022,Payment,21750,,"-70,000.00","439,290.26"
09,28/09/2022,Payment,20962,,"-30,000.00","409,290.26"
10,22/05/2022,Credit Memo,2039259,3789947,"-3,850.20","405,440.06"
10,4/10/2022,Payment,21610,,"-30,000.00","375,440.06"
10,5/10/2022,Payment,21611,,"-30,000.00","345,440.06"
10,9/10/2022,Payment,21619,,"-30,000.00","315,440.06"
10,12/10/2022,Payment,21651,,"-31,000.00","284,440.06"
10,21/10/2022,Payment,21662,,"-30,000.00","254,440.06"
10,26/10/2022,Payment,21673,,"-30,000.00","224,440.06"
11,3/11/2022,Payment,23267,,"-30,000.00","194,440.06"
11,7/11/2022,Payment,23271,,"-20,000.00","174,440.06"
11,7/11/2022,Payment,23272,,"-20,000.00","154,440.06"
11,12/11/2022,Payment,23277,,"-20,000.00","134,440.06"
11,12/11/2022,Payment,23279,,"-20,000.00","114,440.06"
11,12/11/2022,Payment,23282,,"-20,000.00","94,440.06"
11,12/11/2022,Payment,23283,,"-15,000.00","79,440.06"
11,15/11/2022,Payment,23294,,"-20,000.00","59,440.06"
11,21/11/2022,Payment,1507,,"-20,000.00","39,440.06"
11,21/11/2022,Payment,1508,,"-43,291.00","-3,850.94"
12,18/12/2022,Invoice,33094196,3859553,"118,672.21","114,821.27"
12,18/12/2022,Invoice,90315403,3859569,"91,425.00","206,246.27"
12,19/12/2022,Invoice,90315435,3859571,"91,903.40","298,149.67"
12,19/12/2022,Invoice,90315487,3860107,"5,522.88","303,672.55"
12,20/12/2022,Invoice,33094634,3859574,"244,954.66","548,627.21"
12,22/12/2022,Invoice,90315976,3859570,"71,290.80","619,918.01"
12,25/12/2022,Invoice,33095403,3860765,"29,325.00","649,243.01"
01,12/1/2023,Invoice,33097633,3868648,"6,555.00","655,798.01"
01,23/01/2023,Invoice,33099583,3870786,"10,432.80","666,230.81"
01,25/01/2023,Payment,2561,,"-6,555.00","659,675.81"
01,28/01/2023,Invoice,33100153,3871462,"54,905.87","714,581.68"
01,18/12/2022,Credit Memo,2046229,3859553,"-1,159.20","713,422.48"
01,18/12/2022,Credit Memo,2046265,3859553,"-16,154.05","697,268.43"
01,30/01/2023,Payment,2574,,"-10,500.00","686,768.43"
01,30/01/2023,Payment,2575,,"-50,000.00","636,768.43"
01,20/12/2022,Credit Memo,2046752,3859574,"-10,617.95","626,150.48"
01,20/12/2022,Credit Memo,259461,3859574,-210.45,"625,940.03"
01,31/01/2023,Payment,2585,,"-51,000.00","574,940.03"
02,28/01/2023,Credit Memo,2047410,3871462,-243.89,"574,696.14"
02,7/2/2023,Payment,02594,,"-20,000.00","554,696.14"
02,15/02/2023,Payment,10785,,"-106,000.00","448,696.14"
02,18/02/2023,Invoice,33103360,3880039,"120,500.95","569,197.09"
02,19/02/2023,Payment,10791,,"-100,000.00","469,197.09"
02,20/12/2022,Credit Memo,2049394,3859574,-138,"469,059.09"
03,9/3/2023,Payment,10930,,"-150,000.00","319,059.09"
03,9/3/2023,Payment,10931,,"-160,000.00","159,059.09"
03,12/3/2023,Invoice,90327644,3885746,"98,670.00","257,729.09"
03,13/03/2023,Invoice,90327741,3885751,"94,875.00","352,604.09"
03,14/03/2023,Invoice,33107567,3886554,"50,512.60","403,116.69"
03,28/01/2023,Credit Memo,2050447,3871462,"-1,188.92","401,927.77"
03,16/03/2023,Invoice,33107970,3887140,"50,292.12","452,219.89"
03,31/01/2022,Credit Memo,2050590,3771402,-65.83,"452,154.06"
03,29/03/2022,Credit Memo,2050591,3771401,"-2,883.96","449,270.10"
03,29/03/2022,Credit Memo,2050592,3771402,"-1,709.41","447,560.69"
03,20/03/2023,Invoice,33108372,3887050,"5,494.95","453,055.64"
03,22/03/2023,Payment,10955,,"-50,000.00","403,055.64"
03,22/03/2023,Payment,10969,,"-20,000.00","383,055.64"
03,22/03/2023,Payment,10970,,"-10,000.00","373,055.64"
03,23/03/2023,Invoice,33108995,3888319,"30,156.16","403,211.80"
03,23/03/2023,Invoice,33108996,3888321,"68,984.71","472,196.51"
03,28/03/2023,Invoice,33109740,3889034,"20,865.60","493,062.11"
03,18/02/2023,Credit Memo,2051943,3880039,-287.5,"492,774.61"
03,31/03/2023,Invoice,33110159,3885742,"224,990.55","717,765.16"
04,16/04/2023,Invoice,90332247,3885749,"93,736.50","811,501.66"
04,19/04/2023,Payment,10575,,"-50,000.00","761,501.66"
04,12/3/2023,Credit Memo,2053462,3885746,"-17,802.00","743,699.66"
04,14/03/2023,Credit Memo,2053957,3886554,"-8,640.32","735,059.34"
04,30/04/2023,Payment,10620,,"-30,000.00","705,059.34"
05,12/3/2023,Credit Memo,2055409,3885746,"-8,487.00","696,572.34"
06,13/06/2023,Payment,10652,,"-164,000.00","532,572.34"
06,13/03/2023,Credit Memo,2059466,3885751,"-1,629.26","530,943.08"
11,30/11/2023,Payment,23-1-798,,"-20,000.00","510,943.08"
12,16/03/2023,Credit Memo,2073434,3887140,"-1,702.58","509,240.50"
12,31/12/2023,Payment,23-10905,,"-10,000.00","499,240.50"
02,13/03/2023,Credit Memo,2077397,3885751,"-1,706.72","497,533.78"
02,29/02/2024,Payment,23-10387,,"-10,000.00","487,533.78"
